Job Title,Salary Estimate,Rating,Company Name,Location,Size,Sector,Revenue
"Data Scientist, Applied Machine Learning - Bay Area",$102K-$179K (Glassdoor est.),3.2,"Tempus Labs
3.2","Redwood City, CA",501 to 1000 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Senior Director of Data Science,$102K-$179K (Glassdoor est.),4.1,"Bigfoot Biomedical
4.1","Milpitas, CA",51 to 200 employees,Health Care,Less than $1 million (USD)
Data Scientist - Payment,$102K-$179K (Glassdoor est.),,DiDi Labs,"Mountain View, CA",Unknown,,Unknown / Non-Applicable
Data Analytics/ Data scientist,$102K-$179K (Glassdoor est.),4.7,"Sharpedge Solutions Inc
4.7","Menlo Park, CA",Unknown,Media,Less than $1 million (USD)
Data Engineer,$102K-$179K (Glassdoor est.),3,"Sonus Software Solutions Inc.
3.0","Sunnyvale, CA",Unknown,,Unknown / Non-Applicable
Data Scientist (Fintech),$110K-$139K (Glassdoor est.),,ingenium.agency,"New York, NY",,,
Computer Vision Image Analytics Data Scientist,$110K-$139K (Glassdoor est.),,Wise Skulls,"New York, NY",,,
Data Analyst,$110K-$139K (Glassdoor est.),4,"Hearst Communications
4.0","New York, NY",1 to 50 employees,Business Services,Less than $1 million (USD)
Remote work - Data Scientist with background in Epidemiology,$110K-$139K (Glassdoor est.),2.5,"nFolks Ltd
2.5","New York, NY",1 to 50 employees,Business Services,Less than $1 million (USD)
Senior Data Scientist,$110K-$139K (Glassdoor est.),,"SpikeIT Global Solutions, Inc.","Newark, NJ",1 to 50 employees,,Unknown / Non-Applicable
Machine Learning Engineer,$110K-$139K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",10000+ employees,Information Technology,$10+ billion (USD)
AppleCare Business Insight Data Scientist,$112K-$178K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
Principal Data Scientist,$110K-$139K (Glassdoor est.),3.2,"First Health Group
3.2","New York, NY",10000+ employees,Insurance,$10+ billion (USD)
People Analytics Data Engineer,$110K-$139K (Glassdoor est.),4.4,"D. E. Shaw & Co.
4.4","New York, NY",1001 to 5000 employees,Finance,Unknown / Non-Applicable
Data Scientist - CloudOps,$110K-$139K (Glassdoor est.),4.1,"Datadog
4.1","New York, NY",1001 to 5000 employees,Information Technology,$100 to $500 million (USD)
Data Engineer,$110K-$139K (Glassdoor est.),3.9,"Point72
3.9","New York, NY",1001 to 5000 employees,Finance,Unknown / Non-Applicable
Research Scientist - Machine Learning,$110K-$139K (Glassdoor est.),3.5,"Samsung Research America
3.5","New York, NY",1001 to 5000 employees,Information Technology,$50 to $100 million (USD)
Senior Data Scientist - Ads Analytics / Machine Learning,$110K-$139K (Glassdoor est.),3.8,"Spotify
3.8","New York, NY",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Sr. Data Scientist,$110K-$139K (Glassdoor est.),3.7,"Take-Two Interactive Software, Inc.
3.7","New York, NY",1001 to 5000 employees,Media,$1 to $2 billion (USD)
Business/Data Analyst (FP&A),$110K-$139K (Glassdoor est.),4.4,"Two Sigma
4.4","New York, NY",1001 to 5000 employees,Finance,Unknown / Non-Applicable
"Director of Engineering, Data",$110K-$139K (Glassdoor est.),4,"Better.com
4.0","New York, NY",501 to 1000 employees,Information Technology,Unknown / Non-Applicable
"Senior Data Modeler/Ontologist, Knowledge Base",$110K-$139K (Glassdoor est.),3.6,"Etsy
3.6","New York, NY",501 to 1000 employees,Retail,$100 to $500 million (USD)
Senior Data Scientist,$110K-$139K (Glassdoor est.),3.7,"Komodo Health
3.7","New York, NY",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Data Analyst Intern,$110K-$139K (Glassdoor est.),3.6,"My Job Tank
3.6","Jersey City, NJ",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Data Analyst,$110K-$139K (Glassdoor est.),4.9,"Teachers Pay Teachers
4.9","New York, NY",51 to 200 employees,Information Technology,Unknown / Non-Applicable
"Content Data Scientist, Apple Media Products Data Science",$113K-$180K (Glassdoor est.),4.1,"Apple
4.1","Culver City, CA",10000+ employees,Information Technology,$10+ billion (USD)
"Video Business Data Scientist, Apple Media Products Data Science",$113K-$180K (Glassdoor est.),4.1,"Apple
4.1","Culver City, CA",10000+ employees,Information Technology,$10+ billion (USD)
Data Scientist - Strategic Data Solutions,$116K-$181K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
"IT Storage Data Analyst / Architect - IT Engineer, Sr Staff",$110K-$169K (Glassdoor est.),4,"Qualcomm
4.0","San Diego, CA",10000+ employees,Information Technology,$10+ billion (USD)
Automatic Benchmark Research Scientist - San Diego,$110K-$169K (Glassdoor est.),3.6,"TuSimple
3.6","San Diego, CA",201 to 500 employees,Information Technology,Unknown / Non-Applicable
"Senior Scientist/Associate Director, DMPK",$110K-$169K (Glassdoor est.),3.1,"Ferring Pharmaceuticals
3.1","San Diego, CA",5001 to 10000 employees,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Senior Scientist - Medical Device,$110K-$169K (Glassdoor est.),3.1,"Absorption
3.1","San Diego, CA",51 to 200 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
"Associate Scientist / Senior Research Associate, Cancer Immunotherapy",$110K-$169K (Glassdoor est.),4.2,"Fate Therapeutics
4.2","San Diego, CA",51 to 200 employees,Accounting & Legal,$1 to $5 million (USD)
Data Analyst,$111K-$175K (Glassdoor est.),,Xcutives.com Inc,"San Jose, CA",,,
Part-Time Instructor (Data Science),$111K-$175K (Glassdoor est.),4.3,"BitTiger
4.3","Santa Clara, CA",1 to 50 employees,Education,Unknown / Non-Applicable
Data Scientists,$111K-$175K (Glassdoor est.),4.5,"Frontend Arts
4.5","San Jose, CA",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Senior Data Scientist,$111K-$175K (Glassdoor est.),5,"LaBine & Associates
5.0","San Jose, CA",1 to 50 employees,Business Services,Unknown / Non-Applicable
Federal - Data Scientist,$111K-$175K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","San Jose, CA",1 to 50 employees,Information Technology,$10 to $25 million (USD)
Big Data Engineer,$111K-$175K (Glassdoor est.),4.5,"SpringML
4.5","Pleasanton, CA",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Data Analyst,$111K-$175K (Glassdoor est.),5,"TechNet Inc.
5.0","San Jose, CA",1 to 50 employees,Business Services,$1 to $5 million (USD)
Applied Scientist,$111K-$175K (Glassdoor est.),3.9,"Amazon
3.9","East Palo Alto, CA",10000+ employees,Information Technology,$10+ billion (USD)
"Data Scientist, Ad Platforms/Data Insights",$116K-$181K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,Information Technology,$10+ billion (USD)
"Data Scientist, Apple Pay Security",$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
"AI/ML - Sr Data Scientist, Siri Data",$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
"AI/ML - Data Engineer, Siri Data",$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
Data Scientist III,$111K-$175K (Glassdoor est.),3.7,"Applied Materials
3.7","Santa Clara, CA",10000+ employees,Manufacturing,$10+ billion (USD)
People Analytics Data Scientist,$111K-$175K (Glassdoor est.),3.7,"Applied Materials
3.7","Santa Clara, CA",10000+ employees,Manufacturing,$10+ billion (USD)
Associate Scientist II / Scientist I,$111K-$175K (Glassdoor est.),4,"AstraZeneca
4.0","Mountain View, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Systems Verification Scientist III,$111K-$175K (Glassdoor est.),3.6,"BD
3.6","San Jose, CA",10000+ employees,Manufacturing,$10+ billion (USD)
"Data Scientist, Networking",$111K-$175K (Glassdoor est.),3.8,"ByteDance
3.8","Mountain View, CA",10000+ employees,Information Technology,Unknown / Non-Applicable
"Data Scientist - Analytics, Trust & Safety",$111K-$175K (Glassdoor est.),3.8,"ByteDance
3.8","Mountain View, CA",10000+ employees,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$111K-$175K (Glassdoor est.),3.6,"eBay
3.6","San Jose, CA",10000+ employees,Information Technology,$10+ billion (USD)
Applied Data Scientist,$111K-$175K (Glassdoor est.),3.6,"eBay
3.6","San Jose, CA",10000+ employees,Information Technology,$10+ billion (USD)
Sr. Data Software Engineer,$111K-$175K (Glassdoor est.),3.6,"eBay
3.6","San Jose, CA",10000+ employees,Information Technology,$10+ billion (USD)
Data Engineer,$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$111K-$175K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","San Jose, CA",10000+ employees,Government,Unknown / Non-Applicable
Data Analyst,$111K-$175K (Glassdoor est.),3.5,"LTI
3.5","San Jose, CA",10000+ employees,Information Technology,Unknown / Non-Applicable
SMART Platform Lab Data Scientist,$111K-$175K (Glassdoor est.),3.4,"NTT DATA
3.4","Palo Alto, CA",10000+ employees,Information Technology,$10+ billion (USD)
Data Scientist - Product Analytics,$111K-$175K (Glassdoor est.),3.5,"Verizon Media
3.5","Sunnyvale, CA",10000+ employees,,Unknown / Non-Applicable
Lead Data Scientist,$111K-$175K (Glassdoor est.),4.1,"BayOne Solutions
4.1","San Jose, CA",1001 to 5000 employees,Information Technology,$5 to $10 million (USD)
Senior Data Analyst,$111K-$175K (Glassdoor est.),3.2,"Enjoy Technology
3.2","Palo Alto, CA",1001 to 5000 employees,Retail,Unknown / Non-Applicable
Statistical Scientist,$111K-$175K (Glassdoor est.),3.5,"Exponent
3.5","Menlo Park, CA",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
"Principal Scientist, Director Real World Evidence, Analytics & Innovation",$111K-$175K (Glassdoor est.),3.6,"Jazz Pharma
3.6","Palo Alto, CA",1001 to 5000 employees,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
Diagnostic Research Scientist,$111K-$175K (Glassdoor est.),3.4,"Lab126
3.4","San Jose, CA",1001 to 5000 employees,Information Technology,$50 to $100 million (USD)
Machine Learning Engineer – Maps Search,$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
Lead Senior Data Scientist,$111K-$175K (Glassdoor est.),3.4,"The Trade Desk
3.4","San Jose, CA",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
"Data Scientist - Analytics, Trust & Safety",$111K-$175K (Glassdoor est.),3.8,"TikTok
3.8","Mountain View, CA",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist - Customer Success,$111K-$175K (Glassdoor est.),4.8,"Zoom
4.8","San Jose, CA",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
"Data Scientist - Trust & Safety, Law Enforcement",$111K-$175K (Glassdoor est.),4.8,"Zoom
4.8","San Jose, CA",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist – Product Analytics,$111K-$175K (Glassdoor est.),4.8,"Zoom Video Communications
4.8","San Jose, CA",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
"Senior Manager, Data Analytics and Insights",$111K-$175K (Glassdoor est.),4.8,"Course Hero
4.8","Redwood City, CA",201 to 500 employees,Education,Unknown / Non-Applicable
Data Analyst,$111K-$175K (Glassdoor est.),4.2,"CyberCoders
4.2","Redwood City, CA",201 to 500 employees,Business Services,$100 to $500 million (USD)
Machine Learning Engineer,$111K-$175K (Glassdoor est.),4.2,"CyberCoders
4.2","San Jose, CA",201 to 500 employees,Business Services,$100 to $500 million (USD)
Machine Learning Engineer,$111K-$175K (Glassdoor est.),4.7,"Liftoff
4.7","Redwood City, CA",201 to 500 employees,Business Services,Unknown / Non-Applicable
Senior Data Engineer,$111K-$175K (Glassdoor est.),4.1,"Luminar Technologies
4.1","Palo Alto, CA",201 to 500 employees,Information Technology,Unknown / Non-Applicable
"Machine Learning Engineer, Planner/Behavior Prediction",$111K-$175K (Glassdoor est.),4.4,"Nuro
4.4","Mountain View, CA",201 to 500 employees,Information Technology,Unknown / Non-Applicable
AI Scientist,$111K-$175K (Glassdoor est.),3.9,"Electronic Arts
3.9","Redwood City, CA",5001 to 10000 employees,Media,$2 to $5 billion (USD)
"Scientist I, Formulation",$111K-$175K (Glassdoor est.),3.4,"Kelly
3.4","Pleasanton, CA",5001 to 10000 employees,Business Services,$5 to $10 billion (USD)
"Data Scientist, Apple Pay Analytics",$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
Senior Data Scientist,$111K-$175K (Glassdoor est.),4.6,"Livongo
4.6","Mountain View, CA",501 to 1000 employees,Health Care,Unknown / Non-Applicable
Data Scientist - Deep Learning,$111K-$175K (Glassdoor est.),4,"Natera
4.0","San Carlos, CA",501 to 1000 employees,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Staff BI and Data Engineer,$111K-$175K (Glassdoor est.),3,"Affinity Solutions
3.0","San Jose, CA",51 to 200 employees,Business Services,Unknown / Non-Applicable
Senior Data Scientist,$111K-$175K (Glassdoor est.),4.5,"Airtime
4.5","Palo Alto, CA",51 to 200 employees,Information Technology,$1 to $5 million (USD)
Senior Data Scientist,$111K-$175K (Glassdoor est.),4.4,"BetterHelp
4.4","Mountain View, CA",51 to 200 employees,Information Technology,$50 to $100 million (USD)
Machine Learning Scientist,$111K-$175K (Glassdoor est.),4.5,"Blue River Technology
4.5","Sunnyvale, CA",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Data Scientist,$111K-$175K (Glassdoor est.),4.2,"Centraprise
4.2","Redwood City, CA",51 to 200 employees,Information Technology,Less than $1 million (USD)
Data Science Engineer,$111K-$175K (Glassdoor est.),4.1,"Dtex Systems
4.1","San Jose, CA",51 to 200 employees,Information Technology,$5 to $10 million (USD)
Data Science Engineer,$111K-$175K (Glassdoor est.),4.9,"Epic
4.9","Redwood City, CA",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer/Scientist,$111K-$175K (Glassdoor est.),3.8,"GenapSys, Inc.
3.8","Redwood City, CA",51 to 200 employees,Biotech & Pharmaceuticals,Less than $1 million (USD)
Cloud Data Engineer Internship (Remote),$111K-$175K (Glassdoor est.),3.9,"Pluto7
3.9","San Jose, CA",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$111K-$175K (Glassdoor est.),2.8,"Vectra
2.8","San Jose, CA",51 to 200 employees,Accounting & Legal,$50 to $100 million (USD)
Senior Data Scientist (San Jose OR Austin),$111K-$175K (Glassdoor est.),4.5,"CDK
4.5","San Jose, CA",Unknown,,Unknown / Non-Applicable
Machine Learning Scientist,$111K-$175K (Glassdoor est.),,Health at Scale Corporation,"San Jose, CA",Unknown,,Unknown / Non-Applicable
Data Science Manager,$111K-$181K (Glassdoor est.),,Decode_M,"New York, NY",1 to 50 employees,,Unknown / Non-Applicable
Quantitative Research Associate,$111K-$181K (Glassdoor est.),,Enlightenment Research,"New York, NY",1 to 50 employees,,Unknown / Non-Applicable
"Data Scientist, Personalization",$111K-$181K (Glassdoor est.),5,"Hungryroot
5.0","New York, NY",1 to 50 employees,Consumer Services,$25 to $50 million (USD)
AI Scientist,$111K-$181K (Glassdoor est.),5,"Paige
5.0","New York, NY",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Lead Data Scientist,$111K-$181K (Glassdoor est.),3.3,"Aetna
3.3","New York, NY",10000+ employees,Insurance,$10+ billion (USD)
Principal Data Scientist,$111K-$181K (Glassdoor est.),3.3,"Aetna
3.3","New York, NY",10000+ employees,Insurance,$10+ billion (USD)
"Data Scientist, Disney+ Personalization",$111K-$181K (Glassdoor est.),4,"Walt Disney Co.
4.0","New York, NY",10000+ employees,Media,$10+ billion (USD)
Data Scientist,$111K-$181K (Glassdoor est.),4.1,"Datadog
4.1","New York, NY",1001 to 5000 employees,Information Technology,$100 to $500 million (USD)
Machine Learning Engineer,$121K-$192K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",10000+ employees,Information Technology,$10+ billion (USD)
"Data Scientist, Product Analytics",$111K-$181K (Glassdoor est.),4.5,"Noom US
4.5","New York, NY",1001 to 5000 employees,Consumer Services,Unknown / Non-Applicable
Data Scientist/ML Engineer,$111K-$181K (Glassdoor est.),3.3,"PA Consulting
3.3","New York, NY",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Data Scientist,$111K-$181K (Glassdoor est.),3.9,"Point72
3.9","New York, NY",1001 to 5000 employees,Finance,Unknown / Non-Applicable
"Data Scientist, Marketplace Economics",$111K-$181K (Glassdoor est.),3.8,"Spotify
3.8","New York, NY",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist, Data Science Operations",$111K-$181K (Glassdoor est.),3.4,"Squarespace
3.4","New York, NY",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist - Alpha Insights,$111K-$181K (Glassdoor est.),4.4,"Two Sigma
4.4","New York, NY",1001 to 5000 employees,Finance,Unknown / Non-Applicable
Quantitative Researcher – Intern (US),$111K-$181K (Glassdoor est.),4.1,"Citadel Securities
4.1","New York, NY",201 to 500 employees,Finance,Unknown / Non-Applicable
Data Scientist,$111K-$181K (Glassdoor est.),2.9,"IFG Companies
2.9","New York, NY",201 to 500 employees,Insurance,Unknown / Non-Applicable
Data Scientist,$111K-$181K (Glassdoor est.),3.9,"Quartet Health
3.9","New York, NY",201 to 500 employees,Information Technology,Unknown / Non-Applicable
Data Analyst,$111K-$181K (Glassdoor est.),3.4,"Sapphire Digital
3.4","Lyndhurst, NJ",201 to 500 employees,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics",$111K-$181K (Glassdoor est.),3.6,"Etsy
3.6","Brooklyn, NY",501 to 1000 employees,Retail,$100 to $500 million (USD)
Data Scientist,$111K-$181K (Glassdoor est.),3.6,"Etsy
3.6","New York, NY",501 to 1000 employees,Retail,$100 to $500 million (USD)
Senior Data Scientist,$111K-$181K (Glassdoor est.),3.5,"Hopper
3.5","New York, NY",501 to 1000 employees,Travel & Tourism,Unknown / Non-Applicable
